Source,Target,Type,id,label,timeset,weight,PAYLOAD,SEATS,PASSENGERS,FREIGHT,DISTANCE,AIR_TIME
55,27,Directed,55_27,,,15825,303771197,1129824,808415,5491193,117024,748347
5,42,Directed,5_42,,,2,24000,100,62,0,2128,374
54,34,Directed,54_34,,,5,124034,494,412,0,1837,370
19,10,Directed,19_10,,,1,39800,199,137,0,897,104
47,18,Directed,47_18,,,3660,167988050,159629,120900,76545442,88509,200589
72,45,Directed,72_45,,,3,135142,529,410,0,4064,566
47,51,Directed,47_51,,,10047,281097660,476146,323558,104844303,204765,820629
17,54,Directed,17_54,,,683,9222440,34166,23892,0,6283,42838
6,40,Directed,6_40,,,2582,35324921,141646,90664,395586,164730,392050
31,24,Directed,31_24,,,5,197200,730,253,548,5170,645
27,28,Directed,27_28,,,1,25450,100,35,572,884,148
35,32,Directed,35_32,,,2686,112633157,341892,228666,12507918,37675,197752
19,21,Directed,19_21,,,2747,71213699,108736,81121,22539627,61145,206617
36,10,Directed,36_10,,,17,2739955,58,16,331264,710,1572
26,32,Directed,26_32,,,3601,138865240,572695,519564,150409,197527,849322
28,24,Directed,28_24,,,706,26080711,96634,52804,709903,25539,82208
33,25,Directed,33_25,,,280,8387279,5506,1818,2844987,2062,5529
6,30,Directed,6_30,,,284,15018007,2156,1583,8929594,21493,30701
72,26,Directed,72_26,,,112,4271420,16635,14693,275,29041,30104
31,28,Directed,31_28,,,3,89862,362,292,0,1647,233
5,45,Directed,5_45,,,5,126460,470,342,0,3715,438
19,19,Directed,19_19,,,2051,30886454,59784,13822,4156128,6189,40679
55,32,Directed,55_32,,,1476,44441620,212856,181120,165125,68649,302954
78,27,Directed,78_27,,,9,387000,1458,680,0,9796,3125
48,32,Directed,48_32,,,17097,659022774,2576598,2171549,3417347,594059,2592729
50,26,Directed,50_26,,,800,10373930,39692,31300,17676,8699,71557
32,55,Directed,32_55,,,1473,44422500,212592,180388,19723,71621,263862
56,20,Directed,56_20,,,1,12000,50,31,0,499,65
28,47,Directed,28_47,,,4679,55010624,223355,147164,73795,38747,214695
6,49,Directed,6_49,,,31326,797422728,2742266,2068815,46938915,480632,2624651
9,54,Directed,9_54,,,1,21500,50,24,0,436,82
25,28,Directed,25_28,,,2,37900,170,131,0,2283,382
32,34,Directed,32_34,,,2803,105927682,486650,435658,352743,173944,733639
45,12,Directed,45_12,,,2480,99316554,152916,116566,30251633,88615,161996
22,38,Directed,22_38,,,1,39000,173,118,0,1011,122
18,30,Directed,18_30,,,1,90000,132,123,0,1388,357
44,24,Directed,44_24,,,4182,154883322,572407,428425,381118,12159,248205
37,6,Directed,37_6,,,3645,174702760,612140,509200,723973,272947,1054216
49,46,Directed,49_46,,,1344,18273620,67684,46194,3313,22748,105744
72,36,Directed,72_36,,,4911,262666485,940030,756491,11056133,159963,1038727
27,50,Directed,27_50,,,73,958800,3674,2345,0,3892,9081
49,28,Directed,49_28,,,1,50360,184,142,285,1346,157
39,5,Directed,39_5,,,30,515786,1698,1461,29219,17308,4859
21,50,Directed,21_50,,,361,4512500,18048,14319,1126,16848,34245
51,21,Directed,51_21,,,9941,210191325,560756,389929,30849443,204610,727822
2,26,Directed,2_26,,,78,4037453,14498,12966,158831,14930,26358
13,51,Directed,13_51,,,29980,771281032,3207066,2428878,2492934,280800,2173356
34,40,Directed,34_40,,,675,8304173,34411,27895,6441,42082,125659
8,38,Directed,8_38,,,3473,42305330,163190,122378,0,41222,294270
20,17,Directed,20_17,,,3010,44507983,176741,125788,54395,52619,255525
15,15,Directed,15_15,,,171199,3737169307,12919556,9186412,176276103,209192,4598940
4,27,Directed,4_27,,,4751,192675804,745890,637936,652174,209690,754930
25,21,Directed,25_21,,,2319,87257184,219986,171419,20978043,77759,277682
13,36,Directed,13_36,,,28533,822201753,3095012,2401267,38301423,433895,3007779
53,4,Directed,53_4,,,6437,235636316,901217,731846,1648015,289056,923341
47,2,Directed,47_2,,,789,153626491,0,0,89489172,69466,295491
23,33,Directed,23_33,,,18,403238,974,492,39157,2150,820
31,13,Directed,31_13,,,1968,20332050,100810,86393,17764,27232,217979
46,39,Directed,46_39,,,11,371442,222,160,54519,6283,1056
12,36,Directed,12_36,,,56597,2088591583,8224188,6503099,21780955,1211637,7888903
48,45,Directed,48_45,,,6632,91797745,317541,242748,9655485,173908,770986
26,5,Directed,26_5,,,742,9574675,36387,28015,41407,32594,80065
54,1,Directed,54_1,,,3,59000,247,175,0,846,225
49,21,Directed,49_21,,,2360,140562560,292803,236340,31384810,120291,405555
10,18,Directed,10_18,,,1,42100,174,126,0,653,106
12,49,Directed,12_49,,,1363,63249726,227967,201397,249735,116150,359210
51,9,Directed,51_9,,,3726,95314168,353289,245762,136608,57755,200433
56,46,Directed,56_46,,,75,564140,1564,836,18877,5572,3776
34,22,Directed,34_22,,,1134,27796038,131907,102495,295894,97506,189957
30,5,Directed,30_5,,,1,35000,120,95,0,1296,167
31,5,Directed,31_5,,,2,51300,186,178,0,990,211
41,47,Directed,41_47,,,589,91403733,243,216,49169135,83807,123243
4,28,Directed,4_28,,,4,129700,554,455,0,5451,660
22,1,Directed,22_1,,,570,11985083,43249,22521,443784,12598,29136
39,1,Directed,39_1,,,274,8771989,1000,781,4352662,20484,18656
17,18,Directed,17_18,,,15710,348094905,1022084,716471,60438486,60439,502951
41,29,Directed,41_29,,,368,13655664,50143,42258,281105,41922,65221
10,29,Directed,10_29,,,1,54931,0,0,20309,1020,1502
48,78,Directed,48_78,,,7,370590,1382,1037,0,10568,1628
46,32,Directed,46_32,,,395,13435000,59273,49823,0,24468,55959
15,37,Directed,15_37,,,1,82636,283,151,0,4861,502
6,25,Directed,6_25,,,7780,347469415,1308402,1081901,5621010,571511,2342209
21,2,Directed,21_2,,,1637,303511841,17570,16229,121610921,190382,615838
49,26,Directed,49_26,,,377,14053743,54365,44894,33495,61842,69476
9,47,Directed,9_47,,,938,76852202,51539,38438,42197546,70699,130050
25,72,Directed,25_72,,,1370,63968174,238575,198693,429585,51894,285387
12,42,Directed,12_42,,,28788,1127935215,4058637,3177734,26796663,1033489,3696455
53,8,Directed,53_8,,,8749,382796837,1094449,899321,4202366,252116,1073697
18,54,Directed,18_54,,,2,25000,100,60,0,722,127
8,36,Directed,8_36,,,4401,238745284,680096,551247,423443,180026,866204
36,49,Directed,36_49,,,1604,71563860,266082,222255,791035,99105,441449
9,6,Directed,9_6,,,277,11660999,40974,31734,313082,45509,93611
6,45,Directed,6_45,,,310,34570675,342,259,19763569,80892,75146
1,45,Directed,1_45,,,59,3002763,423,291,835330,7538,3257
46,2,Directed,46_2,,,1,42500,173,91,0,2199,270
12,23,Directed,12_23,,,117,5547012,13467,9437,2032011,25377,16289
40,32,Directed,40_32,,,1215,42985840,168277,147463,128986,115265,173373
37,13,Directed,37_13,,,28953,617954198,2532441,1984465,7044128,175044,1502752
38,27,Directed,38_27,,,8170,173308815,677095,430020,1172086,96205,426629
29,27,Directed,29_27,,,7545,140962084,541483,384913,2069142,86731,535177
48,25,Directed,48_25,,,5279,176844927,710749,602291,1654770,172720,1030525
8,48,Directed,8_48,,,28054,1128755616,3274220,2483389,2310001,586658,2784226
42,22,Directed,42_22,,,1131,39523767,146956,107956,42587,100594,177816
22,5,Directed,22_5,,,279,24500076,1080,857,5314165,7698,10761
32,30,Directed,32_30,,,448,15232000,67200,56848,0,28250,48078
40,53,Directed,40_53,,,1,39000,59,37,0,1521,206
9,31,Directed,9_31,,,1,36700,137,137,0,1199,184
56,48,Directed,56_48,,,200,10050240,37340,29203,0,13955,26052
37,46,Directed,37_46,,,4,98800,370,283,0,4611,640
27,8,Directed,27_8,,,6472,295477367,903083,716411,1124236,133463,658584
5,12,Directed,5_12,,,597,6960403,28578,20981,76799,48768,74503
35,2,Directed,35_2,,,4,970000,0,0,529572,5522,1400
4,13,Directed,4_13,,,5198,233755324,842778,727529,1461842,169986,975841
42,41,Directed,42_41,,,279,10824747,41746,31874,4290,43308,90192
25,48,Directed,25_48,,,5366,185828488,689555,588636,12757777,172327,1200456
24,44,Directed,24_44,,,4161,153894050,569885,442256,364229,11831,214552
12,28,Directed,12_28,,,1322,38742421,163697,118090,131856,99761,111878
47,34,Directed,47_34,,,5163,286712257,222708,160382,145248617,160909,610336
36,8,Directed,36_8,,,4391,244510077,699739,553378,607304,158518,994342
38,31,Directed,38_31,,,2,13000,60,26,0,777,319
8,2,Directed,8_2,,,531,27971602,72637,60225,145599,76960,163361
53,23,Directed,53_23,,,2,91800,361,268,0,5061,626
25,19,Directed,25_19,,,3,292248,0,0,106733,2330,487
8,41,Directed,8_41,,,5329,228196713,609880,525363,338153,178838,750427
46,6,Directed,46_6,,,8,226386,776,580,21390,8936,2401
21,45,Directed,21_45,,,4953,98770456,214336,165398,36411572,77164,300175
37,49,Directed,37_49,,,639,26097490,95899,84748,26706,39146,156413
18,1,Directed,18_1,,,6,110546,452,398,0,2430,719
39,42,Directed,39_42,,,16552,273245994,763743,504900,37479593,180358,913580
42,47,Directed,42_47,,,7483,272654043,390991,282136,117680837,235249,796283
47,8,Directed,47_8,,,6306,341263937,491666,394397,84456329,222746,857131
1,21,Directed,1_21,,,3900,101656085,227964,161053,21201866,60440,247843
12,10,Directed,12_10,,,6,714897,346,274,138034,4487,919
24,29,Directed,24_29,,,3645,106887538,401249,286315,1462734,80256,452519
18,47,Directed,18_47,,,4139,172251976,152816,121497,86254178,80760,253419
37,78,Directed,37_78,,,415,20462700,76577,64253,154054,41287,77060
4,31,Directed,4_31,,,2173,78367509,286768,209086,372447,90317,280851
32,2,Directed,32_2,,,248,9134287,30890,25391,174106,34624,74208
25,10,Directed,25_10,,,1,5300,7,4,0,297,72
47,23,Directed,47_23,,,269,19486790,100,76,9091252,28924,35765
20,31,Directed,20_31,,,4,73000,323,135,0,1041,213
56,32,Directed,56_32,,,4,81498,319,284,0,2642,186
45,20,Directed,45_20,,,6,649926,360,276,32348,4856,863
18,12,Directed,18_12,,,8047,245484515,824853,641197,27720795,368663,962709
44,9,Directed,44_9,,,209,12760629,856,686,4116222,1602,4100
20,42,Directed,20_42,,,1,26959,120,82,0,1200,150
36,4,Directed,36_4,,,3047,116525754,443887,366065,755963,203388,870269
16,13,Directed,16_13,,,144,5905540,21700,19886,16399,12866,31249
49,18,Directed,49_18,,,4,97092,274,238,0,5411,980
39,49,Directed,39_49,,,1157,49938893,85238,69730,14108985,104120,245080
2,47,Directed,2_47,,,1272,267250100,0,0,205693188,130023,329090
13,45,Directed,13_45,,,13239,283247541,1138158,822670,9811963,69062,568085
54,54,Directed,54_54,,,2917,12402180,29732,127,2153102,6949,77845
12,17,Directed,12_17,,,29494,1055699909,4068964,3263188,21170444,727487,4449657
24,20,Directed,24_20,,,4,161500,669,371,0,3221,627
19,48,Directed,19_48,,,4661,54409070,228360,180128,8980,82625,484896
44,32,Directed,44_32,,,364,13358800,49868,44474,10778,28356,116490
33,36,Directed,33_36,,,4409,32121404,142870,69650,208610,21712,259161
50,50,Directed,50_50,,,1,3300,8,1,0,109,36
21,36,Directed,21_36,,,12652,307398581,686767,495928,87510199,304779,1133812
23,21,Directed,23_21,,,1669,20175244,80482,63446,36369,49653,228599
39,28,Directed,39_28,,,319,10193025,8686,6782,3499058,34785,28480
18,15,Directed,18_15,,,2,570000,0,0,342037,4342,1023
39,35,Directed,39_35,,,47,1092654,973,868,383696,16004,8711
37,32,Directed,37_32,,,2301,104669028,400999,352588,340168,112204,599342
29,4,Directed,29_4,,,5767,201997573,710399,527354,7955778,259770,934347
20,45,Directed,20_45,,,2,380000,74,60,28293,1904,228
17,40,Directed,17_40,,,5893,108655985,421171,307284,148598,119806,566888
41,51,Directed,41_51,,,361,13426780,51374,47592,83712,67483,97131
36,25,Directed,36_25,,,32148,640494305,2335571,1397448,14748002,143437,1469125
29,35,Directed,29_35,,,1148,42444411,146614,95899,1217970,53652,131097
21,51,Directed,21_51,,,9884,203219110,562791,390785,35537668,199138,609814
12,5,Directed,12_5,,,632,8281769,30658,19963,976423,53175,83989
32,6,Directed,32_6,,,72771,2392327963,8706387,6169099,35784285,430410,3822021
48,1,Directed,48_1,,,12069,235313147,902568,663625,1233484,201659,923055
42,55,Directed,42_55,,,3769,74372098,201410,142272,8361584,76857,369606
27,39,Directed,27_39,,,5841,165677955,327798,259091,44052722,151059,485869
23,10,Directed,23_10,,,1,5300,7,1,0,452,108
39,19,Directed,39_19,,,467,15847164,644,548,5408224,18886,34242
10,34,Directed,10_34,,,1,3300,8,3,0,115,42
24,33,Directed,24_33,,,3839,141921183,525212,396101,333820,13688,229735
23,26,Directed,23_26,,,1625,25057450,96998,78350,683,34898,180069
39,23,Directed,39_23,,,481,10497686,11145,9599,2355984,19404,41506
39,32,Directed,39_32,,,3622,136928435,512145,438669,5407928,247198,873984
36,35,Directed,36_35,,,2,42470,158,152,0,3600,449
33,50,Directed,33_50,,,1,12000,50,27,0,136,35
1,55,Directed,1_55,,,1,42500,173,150,0,909,125
19,72,Directed,19_72,,,1,42000,210,142,0,2278,276
37,22,Directed,37_22,,,2297,62465107,241339,189234,171017,110539,240326
25,55,Directed,25_55,,,1625,42409080,144252,106108,674742,30269,209149
2,38,Directed,2_38,,,3,135090,425,319,7672,6594,769
28,33,Directed,28_33,,,2,85000,346,139,0,2664,340
45,48,Directed,45_48,,,6568,91832167,313659,236660,11547540,191481,922666
9,19,Directed,9_19,,,4,307076,8,1,92179,1975,630
27,30,Directed,27_30,,,3811,103131690,412574,306441,562000,118830,499398
39,12,Directed,39_12,,,15488,473987140,1431266,1112120,72881596,759392,1902353
53,39,Directed,53_39,,,932,63426350,71289,58660,23968482,143652,210948
12,9,Directed,12_9,,,4776,174902289,675465,509455,621892,182135,686036
24,34,Directed,24_34,,,1986,22060416,81660,57198,1021944,20504,92564
18,26,Directed,18_26,,,8872,231501473,538845,379466,48720161,63010,386272
22,25,Directed,22_25,,,6,160195,648,452,43,6872,1087
35,16,Directed,35_16,,,4,140000,480,200,0,1562,430
48,5,Directed,48_5,,,17660,305493187,1173991,813715,1905076,142642,870826
53,12,Directed,53_12,,,1100,46618400,173289,149725,414284,81127,332855
49,4,Directed,49_4,,,8889,259196156,964216,761639,896736,103721,675227
45,30,Directed,45_30,,,1,43400,162,138,0,1846,261
16,37,Directed,16_37,,,1,34000,150,100,0,1871,222
6,19,Directed,6_19,,,393,36435052,1951,1643,18492984,98890,66106
72,55,Directed,72_55,,,3,127500,519,449,0,4325,852
35,9,Directed,35_9,,,1,41000,150,78,0,1886,233
29,48,Directed,29_48,,,28132,728948009,2708692,1929346,11829308,367600,2450086
35,36,Directed,35_36,,,3,81903,308,278,0,5434,651
51,72,Directed,51_72,,,928,39502808,157020,130727,122147,57762,187067
10,47,Directed,10_47,,,5,178700,746,485,0,1765,513
48,55,Directed,48_55,,,4862,76983371,291888,225689,372029,114331,583520
36,53,Directed,36_53,,,1906,96127796,325388,270050,4666379,139956,622553
13,4,Directed,13_4,,,5206,234288065,844212,730344,1824730,175956,1127978
2,53,Directed,2_53,,,11077,400372227,1447305,1091269,24374555,428906,1764247
25,25,Directed,25_25,,,66430,122281486,612220,352949,30373,14030,1463357
1,10,Directed,1_10,,,1,24000,122,119,0,789,115
