Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,weight,DISTANCE,AIR_TIME
10241,12719,Directed,10241_12719,,,7,14531,49,26,579,371,146
12266,12951,Directed,12266_12951,,,3441,39870836,164746,121329,55372,6633,124278
13931,10821,Directed,13931_10821,,,1766,65354521,241718,178341,323620,4611,64774
13930,13342,Directed,13930_13342,,,4042,56235238,203437,145310,505750,4958,79322
11643,12868,Directed,11643_12868,,,2,6705,28,18,980,594,171
14880,10304,Directed,14880_10304,,,167,225985,1038,267,1074,2607,6039
14107,10918,Directed,14107_10918,,,144,620320,2736,929,979,1800,10083
12039,16091,Directed,12039_16091,,,1,5439,0,0,1290,701,100
11111,11823,Directed,11111_11823,,,2,41290,0,0,26468,402,121
14683,13232,Directed,14683_13232,,,684,25206279,92937,64121,334778,30044,91794
12264,13303,Directed,12264_13303,,,1389,36857418,141501,113334,199113,51576,185101
13930,12278,Directed,13930_12278,,,3003,44071620,175619,126678,29995,41748,268369
10785,12324,Directed,10785_12324,,,2,82800,0,0,23641,1298,191
10868,11904,Directed,10868_11904,,,1,3500,0,0,740,113,75
13342,15304,Directed,13342_15304,,,737,20279510,93791,73926,40681,32250,101755
14814,11057,Directed,14814_11057,,,1,5999,0,0,1335,765,105
13296,14576,Directed,13296_14576,,,2,106375,128,122,39624,632,99
12892,10721,Directed,12892_10721,,,2972,139138630,510747,403580,3601816,219324,885277
13196,13676,Directed,13196_13676,,,381,480625,1997,406,2964,1326,7111
14895,13873,Directed,14895_13873,,,200,532515,1722,691,13491,9702,7620
12339,14683,Directed,12339_14683,,,3,167400,195,159,38500,2958,438
12831,12807,Directed,12831_12807,,,5,5840,24,6,174,344,207
14457,14004,Directed,14457_14004,,,1,21226,0,0,2592,961,138
13244,12884,Directed,13244_12884,,,1,30210,124,99,41,607,124
14282,12853,Directed,14282_12853,,,222,362000,1184,328,27812,2496,5924
10299,14057,Directed,10299_14057,,,578,22802305,89564,72360,563184,52428,112367
12945,14574,Directed,12945_14574,,,2,99000,0,0,50642,516,90
14679,12889,Directed,14679_12889,,,6217,228415538,846280,588542,944908,22704,321049
11193,12915,Directed,11193_12915,,,1,76320,0,0,5000,784,128
10732,12339,Directed,10732_12339,,,284,27312280,0,0,23522844,22284,71908
15041,14747,Directed,15041_14747,,,264,4680800,19604,11474,160,6636,22480
11445,10809,Directed,11445_10809,,,2,3600,18,8,1447,22,12
11630,12807,Directed,11630_12807,,,4,10171,50,42,375,1028,512
11066,13198,Directed,11066_13198,,,633,16811083,52605,34897,1730,10761,59991
15245,12774,Directed,15245_12774,,,31,77854,279,55,1966,285,184
14120,14457,Directed,14120_14457,,,6,32300,0,0,9378,700,232
