Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
14492,14100,Directed,14492_14100,,,2927,69317778,260099,202039,325521,29656,175172
14635,14814,Directed,14635_14814,,,1,39900,150,79,0,833,155
12993,11630,Directed,12993_11630,,,1,900,4,2,50,53,56
14856,12615,Directed,14856_12615,,,1,1350,6,1,0,75,36
10620,14747,Directed,10620_14747,,,688,12400571,52837,43969,15210,11952,78124
13930,12206,Directed,13930_12206,,,9,285000,1366,601,0,8533,1583
14952,13487,Directed,14952_13487,,,7,290670,1126,220,0,2744,431
13296,14761,Directed,13296_14761,,,4,136000,664,493,0,2236,678
11423,11898,Directed,11423_11898,,,5,287463,166,163,59850,1900,362
12264,14100,Directed,12264_14100,,,1406,16008468,71100,62138,39013,3915,47685
12621,15581,Directed,12621_15581,,,3,7200,27,12,978,159,68
13767,14709,Directed,13767_14709,,,590,2531800,5388,1575,54880,1920,13560
11884,14057,Directed,11884_14057,,,2687,60456604,194558,151862,9623434,8649,152596
11484,12633,Directed,11484_12633,,,7,12950,42,4,247,145,91
14893,10423,Directed,14893_10423,,,2,74179,294,261,22,2962,386
10950,10272,Directed,10950_10272,,,4,18000,76,27,0,456,143
12266,13061,Directed,12266_13061,,,997,8570126,42737,28403,2612,7826,52325
14628,11762,Directed,14628_11762,,,54,187012,1010,76,66,44,816
14628,11646,Directed,14628_11646,,,4,9113,36,18,0,20,38
14895,11535,Directed,14895_11535,,,2,4600,18,8,0,156,57
11997,11619,Directed,11997_11619,,,3,4050,15,1,203,18,22
13676,10304,Directed,13676_10304,,,2,2700,12,3,0,194,160
10721,15502,Directed,10721_15502,,,1,28603,99,98,0,1170,167
15278,15709,Directed,15278_15709,,,60,166250,531,120,4749,150,262
10208,12451,Directed,10208_12451,,,1,21502,76,74,0,199,38
10800,12889,Directed,10800_12889,,,3612,123371400,509179,355117,678471,12265,153434
10792,13061,Directed,10792_13061,,,1,35000,155,147,0,1573,193
15991,12523,Directed,15991_12523,,,510,14284831,49416,17816,2120510,9702,19469
13891,10136,Directed,13891_10136,,,2,70600,271,258,0,2086,291
14122,10874,Directed,14122_10874,,,2,37240,167,143,0,140,47
13873,14895,Directed,13873_14895,,,144,391835,1250,418,44369,8308,5953
11292,15304,Directed,11292_15304,,,1506,53668771,224244,199969,136663,128010,268326
11973,11193,Directed,11973_11193,,,4,143034,558,514,0,2584,377
12889,14905,Directed,12889_14905,,,170,5817600,28448,23623,0,4650,9066
14689,14107,Directed,14689_14107,,,1809,26368554,107462,81518,119,13195,124618
14783,11109,Directed,14783_11109,,,1,10000,50,45,0,626,114
