Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
31977,30194,Directed,31977_30194,,,1,80550,261,160,0,932,135
33342,30852,Directed,33342_30852,,,2415,70742423,310040,201031,182863,35440,214983
32397,30374,Directed,32397_30374,,,1,3450,8,3,0,253,54
32370,31007,Directed,32370_31007,,,4,6925,35,5,829,228,94
31834,30599,Directed,31834_30599,,,2,84100,354,307,0,922,124
31619,32171,Directed,31619_32171,,,12,16200,60,16,232,161,166
31650,30994,Directed,31650_30994,,,1,32870,149,143,23,1087,196
30640,31464,Directed,30640_31464,,,3,50950,17,17,23405,360,112
30397,35249,Directed,30397_35249,,,2935,53454721,213701,174224,105063,16279,113527
30977,31233,Directed,30977_31233,,,1,39039,173,161,725,877,167
30466,30928,Directed,30466_30928,,,118,4208434,19430,18238,0,14580,12972
33139,30868,Directed,33139_30868,,,1,24062,50,43,0,257,102
34027,30529,Directed,34027_30529,,,367,13720200,55036,46263,9563,15862,53215
32857,31401,Directed,32857_31401,,,82,98417,480,197,496,709,1945
31703,32932,Directed,31703_32932,,,719,1304733,6470,3695,0,3114,49565
30627,34288,Directed,30627_34288,,,1,10000,50,46,0,616,111
30640,30923,Directed,30640_30923,,,1,3500,9,6,20,23,9
31123,35454,Directed,31123_35454,,,1856,3340800,16704,9801,0,1116,71271
31454,32896,Directed,31454_32896,,,2,86800,350,283,2131,2532,357
33196,32676,Directed,33196_32676,,,9,12700,43,14,0,987,548
35472,30299,Directed,35472_30299,,,5,38820,185,35,0,1713,629
31638,34492,Directed,31638_34492,,,1,30000,150,81,0,2267,243
31525,34614,Directed,31525_34614,,,1047,7897521,31410,19385,0,2400,48676
33198,32457,Directed,33198_32457,,,1054,23719980,91902,77986,189744,65756,214897
32211,30666,Directed,32211_30666,,,1360,52404046,238926,212253,1338,40068,185706
33894,34718,Directed,33894_34718,,,3,6550,24,6,0,184,103
30225,30783,Directed,30225_30783,,,3,3950,11,4,150,1002,323
33434,33369,Directed,33434_33369,,,33,60950,222,103,469,560,968
33507,30198,Directed,33507_30198,,,1,3450,8,6,0,423,114
34125,30783,Directed,34125_30783,,,1,1600,8,3,0,352,111
32214,32868,Directed,32214_32868,,,61,154370,481,180,542,1820,1808
30868,30647,Directed,30868_30647,,,2,22972,100,81,0,1034,221
33316,30852,Directed,33316_30852,,,732,17459441,61624,47326,0,35409,93671
33667,31123,Directed,33667_31123,,,2,53100,209,168,0,1570,290
32575,32965,Directed,32575_32965,,,1,40000,168,152,0,649,83
32294,35774,Directed,32294_35774,,,1,1200,6,2,0,96,53
31453,31775,Directed,31453_31775,,,2,29886,126,94,0,1882,346
34696,30928,Directed,34696_30928,,,2,68000,332,303,0,1310,216
31703,30257,Directed,31703_30257,,,1844,20597224,77370,54705,540894,10262,74333
31050,32200,Directed,31050_32200,,,1,1996,8,4,0,82,24
30158,35502,Directed,30158_35502,,,2,57206,198,145,0,1860,270
31453,33277,Directed,31453_33277,,,5,90380,369,345,0,2770,549
31921,34614,Directed,31921_34614,,,823,11737566,43648,33548,2499,7776,35047
31545,32523,Directed,31545_32523,,,259,458050,1520,479,14594,1280,10489
32807,35721,Directed,32807_35721,,,6,8100,36,9,0,318,313
33685,31703,Directed,33685_31703,,,2,12000,18,2,0,220,84
30070,31445,Directed,30070_31445,,,13,91520,379,276,3978,3642,2072
35502,31146,Directed,35502_31146,,,1,28603,99,52,0,549,184
30852,30397,Directed,30852_30397,,,18282,581808265,2458396,1902642,1031321,221287,1568308
30977,33244,Directed,30977_33244,,,4409,190119808,208388,154851,84182717,76108,351130
33360,30599,Directed,33360_30599,,,1,32870,149,137,0,523,110
31650,30185,Directed,31650_30185,,,1,35000,156,34,0,936,136
31411,32268,Directed,31411_32268,,,5,14800,36,27,3232,360,164
32457,31454,Directed,32457_31454,,,845,32246140,130057,117981,122990,154090,237593
34100,30577,Directed,34100_30577,,,1253,10872162,46400,29444,4052,2490,59710
30781,31953,Directed,30781_31953,,,1,39900,160,149,0,535,72
30928,31123,Directed,30928_31123,,,1,42500,173,37,0,392,50
31486,36569,Directed,31486_36569,,,1,1320,4,3,0,294,72
30666,32134,Directed,30666_32134,,,421,17951280,73027,62523,3,65160,145815
32841,30082,Directed,32841_30082,,,926,1612265,7355,2913,9108,589,13072
31066,31205,Directed,31066_31205,,,2,20000,100,83,0,1792,358
30977,31778,Directed,30977_31778,,,1,10090,44,38,0,576,104
31454,31140,Directed,31454_31140,,,1,32200,137,94,22,989,191
34761,34512,Directed,34761_34512,,,132,4496500,21839,19522,0,12300,18953
32511,32891,Directed,32511_32891,,,1,12350,50,23,0,283,109
35478,32807,Directed,35478_32807,,,17,245795,64,38,37938,2086,839
32631,30299,Directed,32631_30299,,,1,3000,9,9,0,455,103
31603,34524,Directed,31603_34524,,,1,55130,213,170,4980,2417,270
32211,30849,Directed,32211_30849,,,106,3572000,17438,14515,0,9113,10528
33342,31714,Directed,33342_31714,,,691,18314200,84045,65383,7533,18928,105863
34952,30852,Directed,34952_30852,,,6,251499,972,956,0,4080,472
35096,30198,Directed,35096_30198,,,2,158571,187,162,5758,558,101
32134,34057,Directed,32134_34057,,,730,52122595,161213,145062,2408622,67678,222570
33485,31066,Directed,33485_31066,,,6,208160,884,297,0,1990,371
31295,33244,Directed,31295_33244,,,2013,146193266,141388,96030,58282042,87230,184009
32134,30647,Directed,32134_30647,,,1,79114,242,229,26588,4559,539
32337,30980,Directed,32337_30980,,,1,32870,149,144,719,328,66
33158,30615,Directed,33158_30615,,,3,78900,307,154,125,738,119
33667,32397,Directed,33667_32397,,,1,8650,37,25,0,370,177
31453,34100,Directed,31453_34100,,,2629,84529475,321840,268230,552666,140516,441008
30372,30325,Directed,30372_30325,,,2729,48574455,180055,121381,0,1611,79930
32772,30070,Directed,32772_30070,,,918,1220028,4569,1806,5423,858,10488
34761,33044,Directed,34761_33044,,,1,37400,150,137,0,698,106
36495,30721,Directed,36495_30721,,,2,12000,18,4,0,342,108
33198,31003,Directed,33198_31003,,,1,10090,44,13,0,238,47
32945,33342,Directed,32945_33342,,,1,32870,149,129,0,380,54
31123,31233,Directed,31123_31233,,,2,35220,132,105,0,1568,327
30852,31905,Directed,30852_31905,,,1,38400,135,116,0,1069,185
32932,36431,Directed,32932_36431,,,1,3274,9,2,0,47,16
30721,30158,Directed,30721_30158,,,175,4855136,22824,18486,0,11632,9321
30184,35725,Directed,30184_35725,,,1,4500,19,2,0,145,40
33044,32211,Directed,33044_32211,,,601,38125352,52309,46985,15816513,60088,131871
32807,30113,Directed,32807_30113,,,202,490142,1522,782,13534,5454,8931
30325,30423,Directed,30325_30423,,,3001,84718489,344769,303631,149882,107725,305982
31703,33667,Directed,31703_33667,,,3888,54964716,223595,127387,65632,41833,212533
31728,31672,Directed,31728_31672,,,1,6000,9,6,0,42,24
30721,30279,Directed,30721_30279,,,4,188200,714,517,1967,5128,1065
30615,32070,Directed,30615_32070,,,2,60000,150,16,1400,3494,391
30349,35725,Directed,30349_35725,,,1,2411,9,7,0,131,35
30852,34614,Directed,30852_34614,,,1949,81385973,308614,267753,345205,140632,500775
30666,36101,Directed,30666_36101,,,1,3986,12,12,0,180,0
30245,35853,Directed,30245_35853,,,164,406600,1383,240,18783,299,2077
33873,31535,Directed,33873_31535,,,610,1784900,5030,1665,93135,9975,21016
30194,34783,Directed,30194_34783,,,2401,28849890,117884,93651,9288,10556,132625
35478,30304,Directed,35478_30304,,,23,174680,703,322,391,1815,982
34704,34100,Directed,34704_34100,,,1371,11879100,50818,32201,9141,1926,45248
31603,30590,Directed,31603_30590,,,2,81639,324,213,0,1542,98
32206,30397,Directed,32206_30397,,,3,104800,462,450,0,2826,361
30070,31555,Directed,30070_31555,,,16,120030,413,376,9230,2800,989
30434,34761,Directed,30434_34761,,,92,3133844,15214,13864,0,11960,12214
34288,30189,Directed,34288_30189,,,2,62452,232,214,196,74,28
31517,31327,Directed,31517_31327,,,1,800,3,3,110,83,122
30559,30852,Directed,30559_30852,,,1928,79472339,309270,278635,964592,198911,512554
31895,30189,Directed,31895_30189,,,2,43516,188,168,0,1374,276
33369,30241,Directed,33369_30241,,,3,6900,14,6,511,216,95
32575,32337,Directed,32575_32337,,,1583,194837664,53859,40738,112546972,223166,324425
32294,34046,Directed,32294_34046,,,1,1000,5,1,0,70,33
30721,34231,Directed,30721_34231,,,932,6964850,30212,11057,0,3996,67129
32896,31049,Directed,32896_31049,,,1,10000,50,46,0,384,69
32853,31336,Directed,32853_31336,,,37,100000,324,28,223,896,2035
30140,30255,Directed,30140_30255,,,2,104320,360,350,22,2252,412
30299,32294,Directed,30299_32294,,,9,27000,81,63,2111,960,498
30540,33342,Directed,30540_33342,,,1,34700,150,81,0,845,132
32211,31638,Directed,32211_31638,,,1654,19562601,85119,65509,46383,8288,103223
31695,32575,Directed,31695_32575,,,1,2000,9,6,0,394,56
31057,30431,Directed,31057_30431,,,2999,48938702,165684,113668,34695,6006,75761
32070,34576,Directed,32070_34576,,,1,8650,37,6,0,207,55
30424,31295,Directed,30424_31295,,,696,8700000,34799,27089,17,4356,39287
30397,31905,Directed,30397_31905,,,1,38700,135,84,250,603,111
33851,30325,Directed,33851_30325,,,3247,78913306,326542,274622,194698,67320,254605
32457,30327,Directed,32457_30327,,,2,6755,23,10,0,75,14
30194,33316,Directed,30194_33316,,,1716,64579730,234499,188503,2663,9915,141497
33795,31995,Directed,33795_31995,,,1,12240,50,43,0,158,91
30466,30627,Directed,30466_30627,,,142,5048016,23364,21247,0,18564,20034
30198,30257,Directed,30198_30257,,,3,55106,249,188,0,1104,254
33873,32774,Directed,33873_32774,,,6,18600,40,15,9018,264,146
31267,31423,Directed,31267_31423,,,2,72604,300,207,0,1016,154
34167,31511,Directed,34167_31511,,,1,1800,9,1,0,193,70
31401,34256,Directed,31401_34256,,,87,655647,873,416,31380,1887,3107
31728,31617,Directed,31728_31617,,,2,20378,24,12,0,930,132
32676,34816,Directed,32676_34816,,,209,336825,1154,364,14098,1071,3105
31986,31453,Directed,31986_31453,,,361,3870364,18622,15165,0,16672,55656
30559,31703,Directed,30559_31703,,,3935,175263515,640368,561769,5528782,356521,1103075
35124,30184,Directed,35124_30184,,,2,4300,18,10,29,194,67
33105,30476,Directed,33105_30476,,,2,17950,50,34,499,1385,216
30325,30599,Directed,30325_30599,,,340,3516160,17411,15043,650,17328,44734
31588,33968,Directed,31588_33968,,,1260,1506600,6282,42,0,162,15120
30913,35579,Directed,30913_35579,,,1,7740,37,35,243,51,27
32896,32575,Directed,32896_32575,,,1,40400,150,135,7,954,120
33486,34614,Directed,33486_34614,,,1437,19749766,73718,65024,0,11336,96021
32457,30372,Directed,32457_30372,,,130,2316165,8580,5731,0,4240,14124
32721,30243,Directed,32721_30243,,,22,29578,130,63,3394,588,563
31136,31067,Directed,31136_31067,,,1,12350,50,43,0,756,161
32982,32457,Directed,32982_32457,,,847,37637880,142036,124558,5080,90887,243270
35412,32467,Directed,35412_32467,,,142,4830000,22288,20579,0,9204,14107
33381,30349,Directed,33381_30349,,,1,1250,6,3,0,257,86
35843,34534,Directed,35843_34534,,,146,657000,2774,479,0,402,3086
30977,34489,Directed,30977_34489,,,1,35470,144,137,35,1677,352
