Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
11298,10980,Directed,11298_10980,,,660,6657860,28861,20839,1461,24325,62028
13487,13230,Directed,13487_13230,,,1,16800,65,64,0,898,171
14109,14122,Directed,14109_14122,,,1,42500,173,99,0,804,100
12889,11423,Directed,12889_11423,,,231,7871160,36844,33402,292,15808,34688
10721,15024,Directed,10721_15024,,,154,5914300,23492,20057,2447,18623,32669
11495,13495,Directed,11495_13495,,,1,30963,58,44,0,296,0
12266,13871,Directed,12266_13871,,,1821,23653454,105008,90488,21587,40612,196172
14107,10792,Directed,14107_10792,,,369,13275660,52832,47930,92355,32504,82122
12807,12769,Directed,12807_12769,,,305,570450,2063,567,10652,2108,10844
13871,13930,Directed,13871_13930,,,3915,62276440,253495,208962,17655,47008,255462
10590,11140,Directed,10590_11140,,,10,318645,1416,1308,0,11260,1405
14474,15478,Directed,14474_15478,,,2,4200,15,8,0,340,145
10785,10434,Directed,10785_10434,,,1,24062,50,45,0,253,44
15249,12264,Directed,15249_12264,,,1,34000,166,142,0,708,96
12992,11049,Directed,12992_11049,,,2,20000,100,95,0,374,170
15278,14805,Directed,15278_14805,,,4,8750,36,6,188,280,91
14709,11833,Directed,14709_11833,,,2,12200,18,13,121,528,125
15502,14574,Directed,15502_14574,,,4,122000,576,398,0,2436,324
14704,14098,Directed,14704_14098,,,1,8650,37,34,0,99,28
11298,14685,Directed,11298_14685,,,1081,13029270,53162,44825,1928,21275,127333
10241,12719,Directed,10241_12719,,,12,14550,72,12,66,424,342
10551,13369,Directed,10551_13369,,,940,2264515,6067,2629,108133,7425,32710
11092,10800,Directed,11092_10800,,,1,3000,11,4,0,572,81
11921,11292,Directed,11921_11292,,,1939,24441891,99006,68788,55319,8268,76702
11588,14477,Directed,11588_14477,,,2,6500,9,2,157,24,46
10783,10247,Directed,10783_10247,,,178,371565,1583,515,26945,2380,6426
10721,14683,Directed,10721_14683,,,4,149693,547,498,800,7056,1081
