Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,weight,DISTANCE,AIR_TIME
11298,10980,Directed,11298_10980,,,660,6657860,28861,20839,1461,24325,62028
12889,11423,Directed,12889_11423,,,231,7871160,36844,33402,292,15808,34688
10721,15024,Directed,10721_15024,,,154,5914300,23492,20057,2447,18623,32669
12266,13871,Directed,12266_13871,,,1821,23653454,105008,90488,21587,40612,196172
14107,10792,Directed,14107_10792,,,369,13275660,52832,47930,92355,32504,82122
12807,12769,Directed,12807_12769,,,305,570450,2063,567,10652,2108,10844
13871,13930,Directed,13871_13930,,,3915,62276440,253495,208962,17655,47008,255462
15278,14805,Directed,15278_14805,,,4,8750,36,6,188,280,91
14709,11833,Directed,14709_11833,,,2,12200,18,13,121,528,125
11298,14685,Directed,11298_14685,,,1081,13029270,53162,44825,1928,21275,127333
10241,12719,Directed,10241_12719,,,12,14550,72,12,66,424,342
10551,13369,Directed,10551_13369,,,940,2264515,6067,2629,108133,7425,32710
11921,11292,Directed,11921_11292,,,1939,24441891,99006,68788,55319,8268,76702
11588,14477,Directed,11588_14477,,,2,6500,9,2,157,24,46
10783,10247,Directed,10783_10247,,,178,371565,1583,515,26945,2380,6426
13256,15153,Directed,13256_15153,,,1,5600,0,0,550,802,100
10721,14683,Directed,10721_14683,,,4,149693,547,498,800,7056,1081
13158,14683,Directed,13158_14683,,,2,52340,202,196,20,554,113
11227,10416,Directed,11227_10416,,,2,2400,12,2,120,175,121
14730,11995,Directed,14730_11995,,,204,21409553,0,0,15580707,4550,9747
11298,10747,Directed,11298_10747,,,704,8421080,34338,21907,2273,16870,50480
13931,10821,Directed,13931_10821,,,1537,52060476,211931,157853,478866,5565,60190
14125,11630,Directed,14125_11630,,,5,98600,0,0,16355,2112,697
12992,10693,Directed,12992_10693,,,5,168570,697,611,1602,1635,412
14100,10868,Directed,14100_10868,,,1084,32898636,47680,29428,5337514,15690,88818
11470,14747,Directed,11470_14747,,,1012,18013600,76912,49994,3813,1188,33201
12451,10397,Directed,12451_10397,,,5444,225259192,861870,700248,396165,25650,250186
